icpsr_study_number,n_articles,max_detection_score,mean_detection_score,title,doi,snippet
13670,1,100.0,100.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Addendum (Primary Caregiver), Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13670,"Project on Human Development in Chicago Neighborhoods (PHDCN): Addendum (Primary Caregiver), Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Addendum (Primary Caregiver), Wave 3, 2000-2002 (ICPSR 13670)
Version Date:
Mar 2, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13671,1,100.0,100.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Addendum (Young Adult), Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13671,"Project on Human Development in Chicago Neighborhoods (PHDCN): Addendum (Young Adult), Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Addendum (Young Adult), Wave 3, 2000-2002 (ICPSR 13671)
Version Date:
Feb 22, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13678,2,52.0,52.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Child and Adolescent Behavior Rating Scale, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13678.v1,"Project on Human Development in Chicago Neighborhoods (PHDCN): Child and Adolescent Behavior Rating Scale, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Child and Adolescent Behavior Rating Scale, Wave 3, 2000-2002 (ICPSR 13678)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13679,2,49.0,49.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Child Behavior Checklist, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13679.v1,"Project on Human Development in Chicago Neighborhoods (PHDCN): Child Behavior Checklist, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Child Behavior Checklist, Wave 3, 2000-2002 (ICPSR 13679)
Version Date:
Oct 11, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13680,2,52.0,52.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Child Care Interview, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13680.v1,"Project on Human Development in Chicago Neighborhoods (PHDCN): Child Care Interview, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Child Care Interview, Wave 3, 2000-2002 (ICPSR 13680)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13684,1,58.0,58.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Community Involvement and Collective Efficacy (Primary Caregiver), Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13684,"Project on Human Development in Chicago Neighborhoods (PHDCN): Community Involvement and Collective Efficacy (Primary Caregiver), Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Community Involvement and Collective Efficacy (Primary Caregiver), Wave 3, 2000-2002 (ICPSR 13684)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13686,2,58.0,58.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Community Involvement and Collective Efficacy (Young Adult), Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13686.v1,"Project on Human Development in Chicago Neighborhoods (PHDCN): Community Involvement and Collective Efficacy (Young Adult), Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Community Involvement and Collective Efficacy (Young Adult), Wave 3, 2000-2002 (ICPSR 13686)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13688,1,58.0,58.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Partner and Spouse, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13688,"Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Partner and Spouse, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Partner and Spouse, Wave 3, 2000-2002 (ICPSR 13688)
Version Date:
Feb 22, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13689,1,58.0,58.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Parent and Child, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13689,"Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Parent and Child, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Conflict Tactics Scale for Parent and Child, Wave 3, 2000-2002 (ICPSR 13689)
Version Date:
Feb 22, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13691,2,52.0,52.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Depression, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13691,"Project on Human Development in Chicago Neighborhoods (PHDCN): Depression, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Depression, Wave 3, 2000-2002 (ICPSR 13691)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13692,2,52.0,52.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Discrimination, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13692.v1,"Project on Human Development in Chicago Neighborhoods (PHDCN): Discrimination, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Discrimination, Wave 3, 2000-2002 (ICPSR 13692)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13693,2,58.0,58.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): Deviance of Peers, Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13693.v1,"Project on Human Development in Chicago Neighborhoods (PHDCN): Deviance of Peers, Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): Deviance of Peers, Wave 3, 2000-2002 (ICPSR 13693)
Version Date:
Feb 6, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
13696,2,52.0,52.0,"Project on Human Development in Chicago Neighborhoods (PHDCN): My Exposure to Violence (Primary Caregiver), Wave 3, 2000-2002",https://doi.org/10.3886/icpsr13696,"Project on Human Development in Chicago Neighborhoods (PHDCN): My Exposure to Violence (Primary Caregiver), Wave 3, 2000-2002
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Project on Human Development in Chicago Neighborhoods (PHDCN): My Exposure to Violence (Primary Caregiver), Wave 3, 2000-2002 (ICPSR 13696)
Version Date:
Mar 16, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Earls, Felton J., Brooks-Gunn, Jeanne, Raudenbush, Stephen W., and Sampson, Robert J."
